country_code,main_activity_code,main_activity_name,citl_information,year,value
PL,10,10 Aviation,2. Verified emissions,Total 2nd trading period (08-12),641424
PL,20,20 Combustion of fuels,2. Verified emissions,Total 2nd trading period (08-12),851696983
PL,20-99,20-99 All stationary installations,2. Verified emissions,Total 2nd trading period (08-12),994671380
PL,21,21 Refining of mineral oil,2. Verified emissions,Total 2nd trading period (08-12),16267668
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,Total 2nd trading period (08-12),142974397
PL,22,22 Production of coke,2. Verified emissions,Total 2nd trading period (08-12),12223283
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,Total 2nd trading period (08-12),7334648
PL,24,24 Production of pig iron or steel,2. Verified emissions,Total 2nd trading period (08-12),19973641
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,Total 2nd trading period (08-12),4245091
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,Total 2nd trading period (08-12),17751
PL,29,29 Production of cement clinker,2. Verified emissions,Total 2nd trading period (08-12),49895165
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,Total 2nd trading period (08-12),10407736
PL,31,31 Manufacture of glass,2. Verified emissions,Total 2nd trading period (08-12),6734564
PL,32,32 Manufacture of ceramics,2. Verified emissions,Total 2nd trading period (08-12),2748563
PL,33,33 Manufacture of mineral wool,2. Verified emissions,Total 2nd trading period (08-12),1350376
PL,36,36 Production of paper or cardboard,2. Verified emissions,Total 2nd trading period (08-12),7731220
PL,42,42 Production of bulk chemicals,2. Verified emissions,Total 2nd trading period (08-12),4044691
PL,10,10 Aviation,2. Verified emissions,Total 3rd trading period (13-20),6200359
PL,20,20 Combustion of fuels,2. Verified emissions,Total 3rd trading period (13-20),1255105892
PL,20-99,20-99 All stationary installations,2. Verified emissions,Total 3rd trading period (13-20),1557178231
PL,21,21 Refining of mineral oil,2. Verified emissions,Total 3rd trading period (13-20),33522750
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,Total 3rd trading period (13-20),302072339
PL,22,22 Production of coke,2. Verified emissions,Total 3rd trading period (13-20),14442537
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,Total 3rd trading period (13-20),12164938
PL,24,24 Production of pig iron or steel,2. Verified emissions,Total 3rd trading period (13-20),28991937
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,Total 3rd trading period (13-20),7475360
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,Total 3rd trading period (13-20),12310459
PL,29,29 Production of cement clinker,2. Verified emissions,Total 3rd trading period (13-20),81709550
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,Total 3rd trading period (13-20),17053581
PL,31,31 Manufacture of glass,2. Verified emissions,Total 3rd trading period (13-20),12434039
PL,32,32 Manufacture of ceramics,2. Verified emissions,Total 3rd trading period (13-20),8378085
PL,33,33 Manufacture of mineral wool,2. Verified emissions,Total 3rd trading period (13-20),2681095
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,Total 3rd trading period (13-20),847245
PL,36,36 Production of paper or cardboard,2. Verified emissions,Total 3rd trading period (13-20),14953919
PL,37,37 Production of carbon black,2. Verified emissions,Total 3rd trading period (13-20),657989
PL,38,38 Production of nitric acid,2. Verified emissions,Total 3rd trading period (13-20),4649073
PL,41,41 Production of ammonia,2. Verified emissions,Total 3rd trading period (13-20),13294994
PL,42,42 Production of bulk chemicals,2. Verified emissions,Total 3rd trading period (13-20),33251005
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,Total 3rd trading period (13-20),3253783
PL,10,10 Aviation,2. Verified emissions,Total 4th trading period (21-30),4673126
PL,20,20 Combustion of fuels,2. Verified emissions,Total 4th trading period (21-30),623306941
PL,20-99,20-99 All stationary installations,2. Verified emissions,Total 4th trading period (21-30),791821395
PL,21,21 Refining of mineral oil,2. Verified emissions,Total 4th trading period (21-30),41653944
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,Total 4th trading period (21-30),168514454
PL,22,22 Production of coke,2. Verified emissions,Total 4th trading period (21-30),7052382
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,Total 4th trading period (21-30),4035141
PL,24,24 Production of pig iron or steel,2. Verified emissions,Total 4th trading period (21-30),10270754
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,Total 4th trading period (21-30),3718023
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,Total 4th trading period (21-30),7249204
PL,29,29 Production of cement clinker,2. Verified emissions,Total 4th trading period (21-30),41708638
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,Total 4th trading period (21-30),8077726
PL,31,31 Manufacture of glass,2. Verified emissions,Total 4th trading period (21-30),7999132
PL,32,32 Manufacture of ceramics,2. Verified emissions,Total 4th trading period (21-30),4354415
PL,33,33 Manufacture of mineral wool,2. Verified emissions,Total 4th trading period (21-30),1746456
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,Total 4th trading period (21-30),524428
PL,36,36 Production of paper or cardboard,2. Verified emissions,Total 4th trading period (21-30),5538695
PL,37,37 Production of carbon black,2. Verified emissions,Total 4th trading period (21-30),450380
PL,38,38 Production of nitric acid,2. Verified emissions,Total 4th trading period (21-30),2519634
PL,41,41 Production of ammonia,2. Verified emissions,Total 4th trading period (21-30),5628613
PL,42,42 Production of bulk chemicals,2. Verified emissions,Total 4th trading period (21-30),14494763
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,Total 4th trading period (21-30),1492126
PL,50,50,2. Verified emissions,Total 4th trading period (21-30),693320
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2005,177559411
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2005,203149576
PL,21,21 Refining of mineral oil,2.1 EU-ETS Verified Emission,2005,3221316
PL,21-99,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,2005,25590165
PL,22,22 Production of coke,2.1 EU-ETS Verified Emission,2005,2471325
PL,23,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,2005,4882865
PL,24,24 Production of pig iron or steel,2.1 EU-ETS Verified Emission,2005,484992
PL,28,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2005,9829
PL,29,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2005,8333557
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2005,2053279
PL,31,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2005,1386667
PL,32,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2005,1164578
PL,33,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2005,51385
PL,36,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,2005,1530372
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2006,180924616
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2006,209616290
PL,21,21 Refining of mineral oil,2.1 EU-ETS Verified Emission,2006,3083839
PL,21-99,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,2006,28691674
PL,22,22 Production of coke,2.1 EU-ETS Verified Emission,2006,2912315
PL,23,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,2006,6034169
PL,24,24 Production of pig iron or steel,2.1 EU-ETS Verified Emission,2006,532682
PL,28,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2006,12109
PL,29,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2006,9865911
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2006,2192933
PL,31,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2006,1381227
PL,32,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2006,1167044
PL,33,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2006,49483
PL,36,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,2006,1459962
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2007,179187807
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2007,209618357
PL,21,21 Refining of mineral oil,2.1 EU-ETS Verified Emission,2007,2837279
PL,21-99,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,2007,30430550
PL,22,22 Production of coke,2.1 EU-ETS Verified Emission,2007,3251754
PL,23,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,2007,6205887
PL,24,24 Production of pig iron or steel,2.1 EU-ETS Verified Emission,2007,522679
PL,28,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2007,13065
PL,29,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2007,11582049
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2007,2392879
PL,31,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2007,1418874
PL,32,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2007,730701
PL,33,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2007,48015
PL,36,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,2007,1427368
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2008,173003833
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2008,204107419
PL,21,21 Refining of mineral oil,2.1 EU-ETS Verified Emission,2008,3016119
PL,21-99,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,2008,31103586
PL,22,22 Production of coke,2.1 EU-ETS Verified Emission,2008,2924693
PL,23,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,2008,1656016
PL,24,24 Production of pig iron or steel,2.1 EU-ETS Verified Emission,2008,5315815
PL,25,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2008,1038759
PL,28,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2008,13059
PL,29,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2008,10473819
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2008,2218688
PL,31,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2008,1414824
PL,32,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2008,688507
PL,33,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2008,276883
PL,36,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,2008,1215681
PL,42,42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2008,850723
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2009,166528601
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2009,191174249
PL,21,21 Refining of mineral oil,2.1 EU-ETS Verified Emission,2009,2939758
PL,21-99,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,2009,24645648
PL,22,22 Production of coke,2.1 EU-ETS Verified Emission,2009,1954383
PL,23,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,2009,1151097
PL,24,24 Production of pig iron or steel,2.1 EU-ETS Verified Emission,2009,3053482
PL,25,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2009,739007
PL,28,28 Production or processing of non-ferrous metals,2.1 EU-ETS Verified Emission,2009,4692
PL,29,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2009,8800432
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2009,1933200
PL,31,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2009,1153211
PL,32,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2009,543997
PL,33,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2009,237955
PL,36,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,2009,1350792
PL,42,42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2009,783642
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2010,172499835
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2010,199726907
PL,21,21 Refining of mineral oil,2.1 EU-ETS Verified Emission,2010,2788111
PL,21-99,21-99 All industrial installations (excl. combustion),2.1 EU-ETS Verified Emission,2010,27227072
PL,22,22 Production of coke,2.1 EU-ETS Verified Emission,2010,2606898
PL,23,23 Metal ore roasting or sintering,2.1 EU-ETS Verified Emission,2010,1444419
PL,24,24 Production of pig iron or steel,2.1 EU-ETS Verified Emission,2010,3733746
PL,25,25 Production or processing of ferrous metals,2.1 EU-ETS Verified Emission,2010,801851
PL,29,29 Production of cement clinker,2.1 EU-ETS Verified Emission,2010,9453108
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2.1 EU-ETS Verified Emission,2010,2007674
PL,31,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2010,1251576
PL,32,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2010,545749
PL,33,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2010,260364
PL,36,36 Production of paper or cardboard,2.1 EU-ETS Verified Emission,2010,1562552
PL,42,42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2010,771024
PL,20,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2011,171836296
PL,20-99,20-99 All stationary installations,2.1 EU-ETS Verified Emission,2011,203026525
